mc,bm
肾损伤,S37.000
创伤性肾破裂,S37.001
肾挫伤,S37.002
创伤性肾血肿,S37.003
创伤性肾周血肿,S37.004
开放性肾损伤,S37.010
开放性肾破裂,S37.011
输尿管损伤,S37.100
创伤性输尿管断裂,S37.101
开放性输尿管断裂,S37.111
膀胱损伤,S37.200
创伤性膀胱破裂,S37.201
开放性膀胱破裂,S37.211
尿道损伤,S37.300
创伤性尿道断裂,S37.301
尿道挫伤,S37.302
尿道损伤伴狭窄,S37.303
开放性尿道损伤,S37.310
卵巢损伤,S37.400
开放性卵巢损伤,S37.410
输卵管损伤,S37.500
开放性输卵管损伤,S37.510
子宫损伤,S37.600
创伤性宫颈裂伤,S37.601
创伤性子宫穿孔,S37.602
开放性子宫损伤,S37.610
盆腔多个器官损伤,S37.700
开放性盆腔多个器官损伤,S37.710
特指盆腔器官损伤,S37.800
输精管损伤,S37.801
精囊损伤,S37.802
肾上腺损伤,S37.803
前列腺损伤,S37.804
开放性特指盆腔器官损伤,S37.810
开放性输精管损伤,S37.811
开放性精囊损伤,S37.812
开放性肾上腺损伤,S37.813
开放性前列腺损伤,S37.814
盆腔器官损伤,S37.900
开放性盆腔器官损伤,S37.910
外生殖器挤压伤,S38.000
阴茎挤压伤,S38.001
腹部、下背和骨盆特指部位挤压伤,S38.100
腹部、下背和骨盆挤压伤,S38.101
创伤性阴茎海绵体断裂,S38.200
外生殖器创伤性切断,S38.201
创伤性腹部、下背和骨盆特指部位切断,S38.300
创伤性腹背部切断,S38.301
创伤性下背切断,S38.302
创伤性骨盆切断,S38.303
腹部、下背和骨盆肌肉和肌腱损伤,S39.000
腹直肌断裂,S39.001
开放性腰大肌断裂,S39.002
下背部软组织损伤,S39.003
骨盆软组织损伤,S39.004
腹内器官伴盆腔器官多处损伤,S39.600
腹部、下背和骨盆特指多处损伤,S39.700
腹部、下背和骨盆特指损伤,S39.800
腹部、下背和骨盆损伤,S39.900
处女膜损伤,S39.901
阴道损伤,S39.902
会阴损伤,S39.903
阴茎损伤,S39.904
肛门损伤,S39.905
腰部损伤,S39.906
腹部损伤,S39.907
盆腔损伤,S39.908
腹部金属异物,S39.909
腰部软组织损伤,S39.910
腹壁软组织损伤,S39.911
臀部软组织损伤,S39.912
肩部挫伤,S40.000
上臂挫伤,S40.001
肩臂多处浅表损伤,S40.700
肩臂多处挫伤,S40.701
肩和上臂特指浅表损伤,S40.800
肩臂浅表性损伤,S40.900
开放性肩部损伤,S41.000
开放性上臂损伤,S41.100
开放性肩臂多处损伤,S41.700
开放性肩胛带特指部位损伤,S41.800
开放性肩胛区损伤,S41.801
开放性肩带损伤,S41.802
锁骨骨折,S42.000
开放性锁骨骨折,S42.010
肩胛骨骨折,S42.100
开放性肩胛骨骨折,S42.110
肱骨上端骨折,S42.200
肱骨颈骨折,S42.201
肱骨外科颈骨折,S42.202
肱骨头骨折,S42.203
开放性肱骨上端骨折,S42.210
肱骨干骨折,S42.300
肱骨骨折,S42.301
开放性肱骨干骨折,S42.310
开放性肱骨骨折,S42.311
肱骨下端骨折,S42.400
肱骨髁上骨折,S42.401
肱骨外髁骨折,S42.402
肱骨髁间骨折,S42.403
肱骨内髁骨折,S42.404
开放性肱骨下端骨折,S42.410
锁骨、肩胛骨和肱骨多处骨折,S42.700
开放性锁骨、肩胛骨和肱骨多处骨折,S42.710
肩和上臂特指部位骨折,S42.800
开放性肩和上臂特指部位骨折,S42.810
肩骨折,S42.900
开放性肩骨折,S42.910
肩关节脱位,S43.000
肩关节半脱位,S43.001
盂肱关节脱位,S43.002
肩锁关节脱位,S43.100
胸锁关节脱位,S43.200
肩胛带特指部位脱位,S43.300
肩胛骨脱位,S43.301
肩胛带脱位,S43.302
肩关节扭伤和劳损,S43.400
肩关节劳损,S43.401
肩锁关节扭伤和劳损,S43.500
肩锁韧带损伤,S43.501
胸锁关节扭伤和劳损,S43.600
胸锁关节扭伤,S43.601
肩胛带特指部位扭伤,S43.700
肩胛带扭伤,S43.701
上臂尺神经损伤,S44.000
上臂正中神经损伤,S44.100
上臂正中神经断裂,S44.101
上臂桡神经损伤,S44.200
腋神经损伤,S44.300
肌皮神经损伤,S44.400
肩皮感觉神经损伤,S44.500
上臂皮感觉神经损伤,S44.501
肩多发神经损伤,S44.700
上臂多发神经损伤,S44.701
开放性腕和手多发损伤,S61.700
开放性腕部多发损伤,S61.701
开放性手多发损伤,S61.702
开放性腕和手特指部位损伤,S61.800
开放性腕部损伤,S61.900
开放性手部损伤,S61.901
手套撕脱伤,S61.902
手舟状骨骨折,S62.000
开放性手舟状骨骨折,S62.010
特指腕骨骨折,S62.100
腕骨骨折,S62.101
开放性特指腕骨骨折,S62.110
开放性腕骨骨折,S62.111
第一掌骨骨折,S62.200
贝内特骨折,S62.201
开放性第一掌骨骨折,S62.210
特指掌骨骨折,S62.300
掌骨骨折,S62.301
开放性特指掌骨骨折,S62.310
开放性掌骨骨折,S62.311
多发性掌骨骨折,S62.400
开放性多发性掌骨骨折,S62.410
拇指骨折,S62.500
开放性拇指骨折,S62.510
特指指骨骨折,S62.600
指骨骨折,S62.601
开放性特指指骨骨折,S62.610
开放性指骨骨折,S62.611
多发性指骨骨折,S62.700
开放性多发性指骨骨折,S62.710
腕和手特指部位骨折,S62.800
手骨折,S62.801
开放性腕和手特指部位骨折,S62.810
开放性手骨折,S62.811
腕关节脱位,S63.000
指关节脱位,S63.100
多发性指关节脱位,S63.200
创伤性腕关节韧带破裂,S63.300
掌指和指间关节处的手指韧带创伤性破裂,S63.400
创伤性掌关节韧带破裂,S63.401
腕关节扭伤和劳损,S63.500
腕关节扭伤,S63.501
手指扭伤和劳损,S63.600
指关节扭伤,S63.601
掌指关节扭伤,S63.602
手特指部位扭伤,S63.700
手关节扭伤,S63.701
腕和手水平手尺神经损伤,S64.000
腕和手水平手正中神经损伤,S64.100
腕和手水平手桡神经损伤,S64.200
拇指神经损伤,S64.300
特指手指指神经损伤,S64.400
腕和手水平多发神经损伤,S64.700
腕和手水平特指神经损伤,S64.800
腕和手水平神经损伤,S64.900
腕和手水平尺动脉损伤,S65.000
腕和手水平桡动脉损伤,S65.100
掌浅动静脉弓损伤,S65.200
掌深动静脉弓损伤,S65.300
拇指血管损伤,S65.400
创伤性拇指动脉破裂,S65.401
特指手指血管损伤,S65.500
创伤性指动脉破裂,S65.501
腕和手水平多发性血管损伤,S65.700
腕和手水平特指血管损伤,S65.800
腕和手水平血管损伤,S65.900
腕和手水平拇指长屈肌和肌腱损伤,S66.000
腕和手水平特指手指屈肌和肌腱损伤,S66.100
腕和手水平拇指伸肌和肌腱损伤,S66.200
腕和手水平特指手指伸肌和肌腱损伤,S66.300
腕和手水平拇指内在肌和肌腱损伤,S66.400
腕和手水平特指手指内在肌和肌腱损伤,S66.500
腕和手水平多发性手屈肌和肌腱损伤,S66.600
多发性手屈肌断裂,S66.601
腕和手水平多发性伸肌和肌腱损伤,S66.700
腕和手水平特指肌肉和肌腱损伤,S66.800
腕和手水平肌肉和肌腱损伤,S66.900
拇指挤压伤,S67.000
手指挤压伤,S67.001
腕和手特指部位挤压伤,S67.800
手挤压伤,S67.801
拇指部分切断,S68.000
拇指完全切断,S68.001
特指单个手指部分或完全切断,S68.100
多手指部分切断,S68.200
多手指完全切断,S68.201
创伤性手指伴腕和手特指部分切断,S68.300
创伤性腕水平手切断,S68.400
创伤性腕和手特指部位切断,S68.800
创伤性腕和手切断,S68.900
腕和手多处损伤,S69.700
特指腕和手损伤,S69.800
腕和手损伤,S69.900
髋挫伤,S70.000
大腿挫伤,S70.100
髋和大腿多处浅表性损伤,S70.700
髋和大腿特指浅表损伤,S70.800
髋和大腿浅表性损伤,S70.900
大腿血肿,S70.901
开放性髋损伤,S71.000
开放性大腿损伤,S71.100
大腿撕脱伤,S71.101
开放性多发性髋和大腿损伤,S71.700
开放性骨盆带特指部位损伤,S71.800
开放性骨盆带损伤,S71.801
股骨颈骨折,S72.000
开放性股骨颈骨折,S72.010
经大转子骨折,S72.100
股骨粗隆间骨折,S72.101
开放性股骨粗隆间骨折,S72.110
转子下骨折,S72.200
股骨粗隆下骨折,S72.201
开放性股骨粗隆下骨折,S72.210
股骨干骨折,S72.300
开放性股骨干骨折,S72.310
股骨下端骨折,S72.400
开放性股骨下端骨折,S72.410
多发性股骨骨折,S72.700
开放性多发性股骨骨折,S72.710
股骨特指部位骨折,S72.800
开放性股骨特指部位骨折,S72.810
股骨骨折,S72.900
开放性股骨骨折,S72.910
髋关节脱位,S73.000
髋关节半脱位,S73.001
髋扭伤和劳损,S73.100
髋扭伤,S73.101
髋和大腿水平坐骨神经损伤,S74.000
髋和大腿水平股神经损伤,S74.100
髋和大腿水平皮感觉神经损伤,S74.200
髋和大腿水平多神经损伤,S74.700
髋和大腿水平特指神经损伤,S74.800
闭孔神经损伤,S74.801
髋和大腿水平神经损伤,S74.900
股动脉损伤,S75.000
创伤性股深动脉破裂,S75.001
髋和大腿水平股静脉损伤,S75.100
髋和大腿水平大隐静脉损伤,S75.200
髋和大腿水平多发性血管损伤,S75.700
髋和大腿水平特指血管损伤,S75.800
髋和大腿水平血管损伤,S75.900
创伤性股动静脉瘘,S75.901
髋部肌肉和肌腱损伤,S76.000
四头肌和肌腱损伤,S76.100
股四头肌腱断裂,S76.101
大腿内收肌腱损伤,S76.200
在大腿水平的后部肌群和肌腱损伤,S76.300
大腿后部肌腱损伤,S76.301
大腿特指肌肉和肌腱损伤,S76.400
大腿肌腱损伤,S76.401
大腿肌断裂,S76.402
髋关节和在大腿水平多发性肌肉和肌腱损伤,S76.700
髋部挤压伤,S77.000
大腿挤压伤,S77.100
髋伴大腿挤压伤,S77.200
创伤性髋部切断,S78.000
髋和膝关节之间水平创伤性切断,S78.100
髋和大腿水平创伤性切断,S78.900
髋和大腿多处损伤,S79.700
多发性大腿损伤,S79.701
髋和大腿特指损伤,S79.800
髋和大腿损伤,S79.900
大腿损伤,S79.901
髋周软组织损伤,S79.902
膝挫伤,S80.000
小腿特指部位挫伤,S80.100
小腿挫伤,S80.101
多发性小腿浅表损伤,S80.700
小腿特指浅表损伤,S80.800
小腿浅表损伤,S80.900
膝部血肿,S80.901
开放性膝部损伤,S81.000
开放性小腿多处损伤,S81.700
开放性小腿特指部位损伤,S81.800
小腿开放性损伤,S81.900
小腿撕脱伤,S81.901
髌骨骨折,S82.000
开放性髌骨骨折,S82.010
胫骨上端骨折,S82.100
闭合性胫骨平台骨折,S82.101
胫骨头骨折,S82.102
开放性胫骨上端骨折,S82.110
开放性胫骨头骨折,S82.111
胫骨骨干骨折,S82.200
胫骨骨折,S82.201
胫腓骨干骨折,S82.202
胫腓骨闭合性骨折,S82.203
开放性胫骨骨干骨折,S82.210
开放性胫骨骨折,S82.211
开放性胫腓骨干骨折,S82.212
胫骨下端骨折,S82.300
胫腓骨下端骨折,S82.301
开放性胫骨下端骨折,S82.310
开放性胫腓骨下端骨折,S82.311
腓骨骨折,S82.400
腓骨干骨折,S82.401
开放性腓骨骨折,S82.410
开放性腓骨干骨折,S82.411
内踝骨折,S82.500
胫骨骨折累及踝关节,S82.501
开放性内踝骨折,S82.510
外踝骨折,S82.600
腓骨骨折累及踝关节,S82.601
开放性外踝骨折,S82.610
多发性小腿骨折,S82.700
开放性多发性小腿骨折,S82.710
小腿特指部位骨折,S82.800
三踝骨折,S82.801
双踝骨折,S82.802
踝骨闭合性骨折,S82.803
开放性小腿特指部位骨折,S82.810
开放性三踝骨折,S82.811
开放性双踝骨折,S82.812
小腿骨折,S82.900
开放性小腿骨折,S82.910
髌骨脱位,S83.000
髌骨半脱位,S83.001
膝关节脱位,S83.100
膝关节半脱位,S83.101
胫腓关节近端脱位,S83.102
半月板撕裂，近期的,S83.200
膝内侧半月板损伤,S83.201
膝外侧半月板损伤,S83.202
膝关节软骨撕裂，近期的,S83.300
膝关节副韧带扭伤,S83.400
膝关节副韧带劳损,S83.401
膝关节十字韧带扭伤,S83.500
膝关节十字韧带劳损,S83.501
膝关节特指部位扭伤,S83.600
膝关节扭伤,S83.601
胫腓韧带上端撕裂,S83.602
多发性膝关节损伤,S83.700
小腿水平胫神经损伤,S84.000
小腿水平腓神经损伤,S84.100
小腿水平皮感觉神经损伤,S84.200
小腿水平多神经损伤,S84.700
小腿水平特指神经损伤,S84.800
小腿水平神经损伤,S84.900
腘动脉损伤,S85.000
胫前动脉损伤,S85.100
胫后动脉损伤,S85.101
创伤性胫后动脉血栓形成,S85.102
腓动脉损伤,S85.200
小腿水平大隐静脉损伤,S85.300
小腿水平小隐静脉损伤,S85.400
腘静脉损伤,S85.500
小腿水平多发性血管损伤,S85.700
小腿水平特指血管损伤,S85.800
创伤性胫后动静脉损伤,S85.801
小腿水平血管损伤,S85.900
跟腱损伤,S86.000
跟腱断裂,S86.001
小腿水平后部肌群特指肌肉和肌腱损伤,S86.100
小腿水平前部肌群肌肉损伤,S86.200
小腿水平前部肌群肌腱损伤,S86.201
小腿水平腓侧肌群肌肉损伤,S86.300
小腿水平腓侧肌群肌腱损伤,S86.301
小腿水平多发性肌肉损伤,S86.700
小腿水平多发性肌腱损伤,S86.701
小腿水平特指肌腱损伤,S86.800
小腿水平肌腱损伤,S86.900
小腿水平肌肉损伤,S86.901
膝挤压伤,S87.000
小腿特指部位挤压伤,S87.800
小腿挤压伤,S87.801
创伤性膝切断,S88.000
创伤性膝踝间切断,S88.100
创伤性小腿切断,S88.900
多发性小腿损伤,S89.700
小腿特指损伤,S89.800
小腿损伤,S89.900
踝挫伤,S90.000
趾挫伤,S90.100
趾挫伤伴趾甲损坏,S90.200
足特指部位挫伤,S90.300
足挫伤,S90.301
多发性踝和足浅表损伤,S90.700
踝和足特指浅表损伤,S90.800
踝和足浅表损伤,S90.900
趾甲血肿,S90.901
开放性踝损伤,S91.000
开放性趾损伤,S91.100
开放性趾外伤伴趾甲损坏,S91.200
足特指部位开放性伤口,S91.300
开放性足损伤,S91.301
足部皮肤撕裂伤,S91.302
足裂伤,S91.303
开放性多发性踝和足损伤,S91.700
跟骨骨折,S92.000
开放性跟骨骨折,S92.010
距骨骨折,S92.100
距骨颈骨折,S92.101
开放性距骨骨折,S92.110
特指跗骨骨折,S92.200
骰骨骨折,S92.201
足舟状骨骨折,S92.202
楔状骨骨折(足),S92.203
开放性特指跗骨骨折,S92.210
跖骨骨折,S92.300
开放性跖骨骨折,S92.310
拇趾骨折,S92.400
开放性拇趾骨折,S92.410
特指趾骨骨折,S92.500
开放性特指趾骨骨折,S92.510
多发性足骨折,S92.700
开放性多发性足骨折,S92.710
足骨折,S92.900
开放性足骨折,S92.910
踝关节脱位,S93.000
踝关节半脱位,S93.001
胫距关节脱位,S93.002
胫腓远端关节脱位,S93.003
足趾脱位,S93.100
趾关节脱位,S93.101
跖趾关节半脱位,S93.102
跖趾关节脱位,S93.103
踝和足韧带破裂,S93.200
足特指部位脱位,S93.300
足部脱位,S93.301
跖骨脱位,S93.302
足舟骨脱位,S93.303
踝扭伤和劳损,S93.400
踝关节扭伤,S93.401
踝内侧副韧带损伤,S93.402
三角韧带断裂,S93.403
三角韧带扭伤,S93.404
胫腓韧带远端撕裂,S93.405
足趾扭伤和劳损,S93.500
足特指部位扭伤和劳损,S93.600
足扭伤,S93.601
足底外侧神经损伤,S94.000
足底内侧神经损伤,S94.100
踝和足水平腓深神经损伤,S94.200
踝和足水平皮感觉神经损伤,S94.300
踝和足水平多神经损伤,S94.700
踝和足水平特指神经损伤,S94.800
踝和足水平神经损伤,S94.900
足背动脉损伤,S95.000
足底动脉损伤,S95.100
足背静脉损伤,S95.200
踝和足水平多发性血管损伤,S95.700
踝和足水平特指血管损伤,S95.800
踝和足水平血管损伤,S95.900
踝和足水平趾长屈肌和肌腱损伤,S96.000
踝和足水平趾长伸肌和肌腱损伤,S96.100
足拇长伸肌腱断裂,S96.101
趾伸肌腱断裂,S96.102
踝和足水平内在肌和肌腱损伤,S96.200
踝和足水平多发性肌肉损伤,S96.700
踝和足水平多发性肌腱损伤,S96.701
踝和足水平特指肌肉和肌腱损伤,S96.800
趾肌腱断裂,S96.801
踝和足水平肌肉和肌腱损伤,S96.900
踝挤压伤,S97.000
足趾挤压伤,S97.100
踝和足特指部位挤压伤,S97.800
足挤压伤,S97.801
创伤性踝切断,S98.000
创伤性足趾切断,S98.100
创伤性多个足趾切断,S98.200
创伤性足特指部位切断,S98.300
创伤性足切断,S98.400
多发性踝和足损伤,S99.700
踝和足特指损伤,S99.800
踝和足损伤,S99.900
头部伴颈部浅表损伤,T00.000
胸部伴腹部、下背和骨盆浅表损伤,T00.100
多发性上肢浅表损伤,T00.200
多发性下肢浅表损伤,T00.300
多发性上肢伴下肢浅表损伤,T00.600
身体特指复合部位浅表损伤,T00.800
多处浅表损伤,T00.900
多处挫伤,T00.901
多处皮肤破损,T00.902
开放性头部伴颈部损伤,T01.000
胸部伴腹部、下背和骨盆开放性伤口,T01.100
开放性胸腹损伤,T01.101
开放性多发性上肢损伤,T01.200
累及下肢多个部位的开放性伤口,T01.300
下肢皮肤套脱伤,T01.301
下肢多处裂伤,T01.302
开放性多发性上肢伴下肢损伤,T01.600
开放性特指复合身体部位损伤,T01.800
开放性多发性损伤,T01.900
多发性穿刺伤,T01.901
多发性动物咬伤,T01.902
多发性切割伤,T01.903
多发性撕裂伤,T01.904
头部伴颈部骨折,T02.000
开放性头部伴颈部骨折,T02.010
多发性躯干骨折,T02.100
开放性多发性躯干骨折,T02.110
多发性单上肢骨折,T02.200
开放性多发性单上肢骨折,T02.210
多发性单下肢骨折,T02.300
开放性多发性单下肢骨折,T02.310
多发性双上肢骨折,T02.400
开放性多发性双上肢骨折,T02.410
多发性双下肢骨折,T02.500
开放性多发性双下肢骨折,T02.510
多发性上肢伴有下肢骨折,T02.600
开放性多发性肢体骨折,T02.610
胸部伴有下背和骨盆及四肢骨折,T02.700
开放性胸部伴有下背和骨盆及四肢骨折,T02.710
身体特指复合部位骨折,T02.800
开放性身体特指复合部位骨折,T02.810
多发性骨折,T02.900
开放性多发性骨折,T02.910
头部伴颈部脱位、扭伤和劳损,T03.000
胸部伴下背和骨盆脱位、扭伤和劳损,T03.100
上肢多个部位脱位、扭伤和劳损,T03.200
下肢多个部位脱位、扭伤和劳损,T03.300
上肢伴下肢多个部位脱位、扭伤和劳损,T03.400
身体特指复合部位脱位、扭伤和劳损,T03.800
多发性脱位、扭伤和劳损,T03.900
头部伴颈部挤压伤,T04.000
胸部伴腹部、下背和骨盆挤压伤,T04.100
上肢多部位挤压伤,T04.200
下肢多部位挤压伤,T04.300
上肢伴下肢多部位挤压伤,T04.400
胸部伴腹部、下背和骨盆及四肢挤压伤,T04.700
身体特指复合部位挤压伤,T04.800
多发性挤压伤,T04.900
全身性挤压伤,T04.901
双手创伤性切断,T05.000
创伤性一只手和另一臂切断,T05.100
双臂创伤性切断[任何水平],T05.200
双足创伤性切断,T05.300
创伤性一只足和另一小腿切断,T05.400
双小腿创伤性切断[任何水平],T05.500
